Review_ID,Review_Text,Clinic_Rating,Date
83,Scheduling an appointment is a nightmare.,5,2025-01-04 11:00:00
84,Scheduling an appointment is a nightmare.,4,2025-01-04 12:00:00
85,Waited 2 hours for a 5 minute checkup.,2,2025-01-04 13:00:00
86,Front desk staff was quite rude.,3,2025-01-04 14:00:00
87,"Clean clinic, highly recommended.",1,2025-01-04 15:00:00
88,Front desk staff was quite rude.,2,2025-01-04 16:00:00
89,Waited 2 hours for a 5 minute checkup.,4,2025-01-04 17:00:00
90,Scheduling an appointment is a nightmare.,3,2025-01-04 18:00:00
91,Waited 2 hours for a 5 minute checkup.,3,2025-01-04 19:00:00
92,"Clean clinic, highly recommended.",2,2025-01-04 20:00:00
93,Excellent facility and friendly staff.,4,2025-01-04 21:00:00
94,Great service but long wait times.,4,2025-01-04 22:00:00
95,"Clean clinic, highly recommended.",5,2025-01-04 23:00:00
96,Waited 2 hours for a 5 minute checkup.,2,2025-01-05 00:00:00
97,"Clean clinic, highly recommended.",5,2025-01-05 01:00:00
98,"Clean clinic, highly recommended.",4,2025-01-05 02:00:00
99,Scheduling an appointment is a nightmare.,3,2025-01-05 03:00:00
100,Waited 2 hours for a 5 minute checkup.,3,2025-01-05 04:00:00
101,Scheduling an appointment is a nightmare.,3,2025-01-05 05:00:00
102,Waited 2 hours for a 5 minute checkup.,4,2025-01-05 06:00:00
103,Scheduling an appointment is a nightmare.,1,2025-01-05 07:00:00
104,Scheduling an appointment is a nightmare.,5,2025-01-05 08:00:00
105,Excellent facility and friendly staff.,2,2025-01-05 09:00:00
106,"Clean clinic, highly recommended.",4,2025-01-05 10:00:00
107,Front desk staff was quite rude.,3,2025-01-05 11:00:00
108,Excellent facility and friendly staff.,4,2025-01-05 12:00:00
109,Front desk staff was quite rude.,5,2025-01-05 13:00:00
110,Scheduling an appointment is a nightmare.,5,2025-01-05 14:00:00
111,Excellent facility and friendly staff.,1,2025-01-05 15:00:00
112,Very professional care.,3,2025-01-05 16:00:00
113,Very professional care.,5,2025-01-05 17:00:00
114,"Clean clinic, highly recommended.",3,2025-01-05 18:00:00
115,"Clean clinic, highly recommended.",4,2025-01-05 19:00:00
116,Scheduling an appointment is a nightmare.,5,2025-01-05 20:00:00
117,"Clean clinic, highly recommended.",4,2025-01-05 21:00:00
118,Excellent facility and friendly staff.,2,2025-01-05 22:00:00
119,The doctor was very dismissive.,5,2025-01-05 23:00:00
120,"Clean clinic, highly recommended.",5,2025-01-06 00:00:00
121,Excellent facility and friendly staff.,5,2025-01-06 01:00:00
122,Very professional care.,4,2025-01-06 02:00:00
123,Very professional care.,5,2025-01-06 03:00:00
124,Excellent facility and friendly staff.,5,2025-01-06 04:00:00
125,Front desk staff was quite rude.,5,2025-01-06 05:00:00
126,Very professional care.,4,2025-01-06 06:00:00
127,Excellent facility and friendly staff.,5,2025-01-06 07:00:00
128,Front desk staff was quite rude.,4,2025-01-06 08:00:00
129,"Clean clinic, highly recommended.",2,2025-01-06 09:00:00
130,The doctor was very dismissive.,4,2025-01-06 10:00:00
131,Scheduling an appointment is a nightmare.,5,2025-01-06 11:00:00
132,Scheduling an appointment is a nightmare.,5,2025-01-06 12:00:00
133,"Clean clinic, highly recommended.",5,2025-01-06 13:00:00
134,"Clean clinic, highly recommended.",2,2025-01-06 14:00:00
135,Very professional care.,4,2025-01-06 15:00:00
136,Great service but long wait times.,4,2025-01-06 16:00:00
137,Waited 2 hours for a 5 minute checkup.,5,2025-01-06 17:00:00
138,Front desk staff was quite rude.,1,2025-01-06 18:00:00
139,The doctor was very dismissive.,5,2025-01-06 19:00:00
140,Excellent facility and friendly staff.,4,2025-01-06 20:00:00
141,Waited 2 hours for a 5 minute checkup.,5,2025-01-06 21:00:00
142,Excellent facility and friendly staff.,4,2025-01-06 22:00:00
143,Waited 2 hours for a 5 minute checkup.,4,2025-01-06 23:00:00
144,Scheduling an appointment is a nightmare.,5,2025-01-07 00:00:00
145,Waited 2 hours for a 5 minute checkup.,5,2025-01-07 01:00:00
146,"Clean clinic, highly recommended.",1,2025-01-07 02:00:00
147,The doctor was very dismissive.,2,2025-01-07 03:00:00
148,Scheduling an appointment is a nightmare.,5,2025-01-07 04:00:00
149,Very professional care.,3,2025-01-07 05:00:00
150,Waited 2 hours for a 5 minute checkup.,5,2025-01-07 06:00:00
151,The doctor was very dismissive.,4,2025-01-07 07:00:00
152,"Clean clinic, highly recommended.",5,2025-01-07 08:00:00
153,Very professional care.,4,2025-01-07 09:00:00
154,Excellent facility and friendly staff.,5,2025-01-07 10:00:00
155,Very professional care.,1,2025-01-07 11:00:00
156,Front desk staff was quite rude.,4,2025-01-07 12:00:00
157,Front desk staff was quite rude.,2,2025-01-07 13:00:00
158,Great service but long wait times.,5,2025-01-07 14:00:00
159,The doctor was very dismissive.,5,2025-01-07 15:00:00
160,Front desk staff was quite rude.,3,2025-01-07 16:00:00
161,Excellent facility and friendly staff.,3,2025-01-07 17:00:00
162,The doctor was very dismissive.,5,2025-01-07 18:00:00
163,The doctor was very dismissive.,5,2025-01-07 19:00:00
164,The doctor was very dismissive.,4,2025-01-07 20:00:00
165,"Clean clinic, highly recommended.",5,2025-01-07 21:00:00
166,Front desk staff was quite rude.,5,2025-01-07 22:00:00
167,Scheduling an appointment is a nightmare.,4,2025-01-07 23:00:00
168,The doctor was very dismissive.,3,2025-01-08 00:00:00
169,"Clean clinic, highly recommended.",4,2025-01-08 01:00:00
170,Great service but long wait times.,5,2025-01-08 02:00:00
171,Front desk staff was quite rude.,4,2025-01-08 03:00:00
172,Scheduling an appointment is a nightmare.,5,2025-01-08 04:00:00
173,"Clean clinic, highly recommended.",1,2025-01-08 05:00:00
174,Very professional care.,5,2025-01-08 06:00:00
175,Great service but long wait times.,5,2025-01-08 07:00:00
176,Very professional care.,3,2025-01-08 08:00:00
177,Scheduling an appointment is a nightmare.,3,2025-01-08 09:00:00
178,"Clean clinic, highly recommended.",2,2025-01-08 10:00:00
179,Great service but long wait times.,5,2025-01-08 11:00:00
180,"Clean clinic, highly recommended.",5,2025-01-08 12:00:00
181,Great service but long wait times.,4,2025-01-08 13:00:00
182,The doctor was very dismissive.,2,2025-01-08 14:00:00
183,The doctor was very dismissive.,3,2025-01-08 15:00:00
184,Front desk staff was quite rude.,4,2025-01-08 16:00:00
185,Scheduling an appointment is a nightmare.,3,2025-01-08 17:00:00
186,Great service but long wait times.,4,2025-01-08 18:00:00
187,The doctor was very dismissive.,3,2025-01-08 19:00:00
188,Scheduling an appointment is a nightmare.,3,2025-01-08 20:00:00
189,Excellent facility and friendly staff.,4,2025-01-08 21:00:00
190,The doctor was very dismissive.,5,2025-01-08 22:00:00
191,The doctor was very dismissive.,3,2025-01-08 23:00:00
192,Waited 2 hours for a 5 minute checkup.,4,2025-01-09 00:00:00
193,"Clean clinic, highly recommended.",2,2025-01-09 01:00:00
194,Excellent facility and friendly staff.,4,2025-01-09 02:00:00
195,Great service but long wait times.,5,2025-01-09 03:00:00
196,Scheduling an appointment is a nightmare.,1,2025-01-09 04:00:00
197,Excellent facility and friendly staff.,3,2025-01-09 05:00:00
198,Great service but long wait times.,2,2025-01-09 06:00:00
199,The doctor was very dismissive.,4,2025-01-09 07:00:00
200,Very professional care.,4,2025-01-09 08:00:00
201,Waited 2 hours for a 5 minute checkup.,1,2025-01-09 09:00:00
202,Front desk staff was quite rude.,1,2025-01-09 10:00:00
203,Very professional care.,5,2025-01-09 11:00:00
204,Front desk staff was quite rude.,4,2025-01-09 12:00:00
205,Scheduling an appointment is a nightmare.,4,2025-01-09 13:00:00
206,Scheduling an appointment is a nightmare.,5,2025-01-09 14:00:00
207,Excellent facility and friendly staff.,3,2025-01-09 15:00:00
208,Front desk staff was quite rude.,5,2025-01-09 16:00:00
209,"Clean clinic, highly recommended.",5,2025-01-09 17:00:00
210,Great service but long wait times.,3,2025-01-09 18:00:00
211,Front desk staff was quite rude.,4,2025-01-09 19:00:00
212,Waited 2 hours for a 5 minute checkup.,4,2025-01-09 20:00:00
213,Front desk staff was quite rude.,5,2025-01-09 21:00:00
214,Front desk staff was quite rude.,3,2025-01-09 22:00:00
215,Waited 2 hours for a 5 minute checkup.,5,2025-01-09 23:00:00
216,Very professional care.,5,2025-01-10 00:00:00
217,Excellent facility and friendly staff.,5,2025-01-10 01:00:00
218,Front desk staff was quite rude.,5,2025-01-10 02:00:00
219,"Clean clinic, highly recommended.",5,2025-01-10 03:00:00
220,"Clean clinic, highly recommended.",5,2025-01-10 04:00:00
221,"Clean clinic, highly recommended.",2,2025-01-10 05:00:00
222,Scheduling an appointment is a nightmare.,5,2025-01-10 06:00:00
223,Great service but long wait times.,5,2025-01-10 07:00:00
224,Great service but long wait times.,4,2025-01-10 08:00:00
225,Very professional care.,1,2025-01-10 09:00:00
226,Front desk staff was quite rude.,4,2025-01-10 10:00:00
227,Excellent facility and friendly staff.,1,2025-01-10 11:00:00
228,The doctor was very dismissive.,3,2025-01-10 12:00:00
229,Excellent facility and friendly staff.,3,2025-01-10 13:00:00
230,Front desk staff was quite rude.,5,2025-01-10 14:00:00
231,Great service but long wait times.,3,2025-01-10 15:00:00
232,Front desk staff was quite rude.,5,2025-01-10 16:00:00
233,Very professional care.,1,2025-01-10 17:00:00
234,Scheduling an appointment is a nightmare.,4,2025-01-10 18:00:00
235,Front desk staff was quite rude.,4,2025-01-10 19:00:00
236,Excellent facility and friendly staff.,4,2025-01-10 20:00:00
237,Very professional care.,5,2025-01-10 21:00:00
238,The doctor was very dismissive.,5,2025-01-10 22:00:00
239,Waited 2 hours for a 5 minute checkup.,5,2025-01-10 23:00:00
240,Excellent facility and friendly staff.,4,2025-01-11 00:00:00
241,Front desk staff was quite rude.,5,2025-01-11 01:00:00
242,Very professional care.,4,2025-01-11 02:00:00
243,"Clean clinic, highly recommended.",1,2025-01-11 03:00:00
244,The doctor was very dismissive.,5,2025-01-11 04:00:00
245,"Clean clinic, highly recommended.",5,2025-01-11 05:00:00
246,Scheduling an appointment is a nightmare.,3,2025-01-11 06:00:00
247,Great service but long wait times.,5,2025-01-11 07:00:00
248,Excellent facility and friendly staff.,5,2025-01-11 08:00:00
249,Very professional care.,4,2025-01-11 09:00:00
250,Excellent facility and friendly staff.,3,2025-01-11 10:00:00
251,"Clean clinic, highly recommended.",5,2025-01-11 11:00:00
252,"Clean clinic, highly recommended.",5,2025-01-11 12:00:00
253,Great service but long wait times.,3,2025-01-11 13:00:00
254,Very professional care.,4,2025-01-11 14:00:00
255,Excellent facility and friendly staff.,4,2025-01-11 15:00:00
256,Very professional care.,4,2025-01-11 16:00:00
257,Great service but long wait times.,4,2025-01-11 17:00:00
258,"Clean clinic, highly recommended.",4,2025-01-11 18:00:00
259,Front desk staff was quite rude.,4,2025-01-11 19:00:00
260,Waited 2 hours for a 5 minute checkup.,5,2025-01-11 20:00:00
261,Very professional care.,5,2025-01-11 21:00:00
262,"Clean clinic, highly recommended.",5,2025-01-11 22:00:00
263,The doctor was very dismissive.,5,2025-01-11 23:00:00
264,"Clean clinic, highly recommended.",5,2025-01-12 00:00:00
265,"Clean clinic, highly recommended.",3,2025-01-12 01:00:00
266,Very professional care.,5,2025-01-12 02:00:00
267,Waited 2 hours for a 5 minute checkup.,1,2025-01-12 03:00:00
268,Great service but long wait times.,3,2025-01-12 04:00:00
269,The doctor was very dismissive.,4,2025-01-12 05:00:00
270,The doctor was very dismissive.,4,2025-01-12 06:00:00
271,Excellent facility and friendly staff.,4,2025-01-12 07:00:00
272,Waited 2 hours for a 5 minute checkup.,5,2025-01-12 08:00:00
273,Front desk staff was quite rude.,2,2025-01-12 09:00:00
274,Scheduling an appointment is a nightmare.,5,2025-01-12 10:00:00
275,Excellent facility and friendly staff.,4,2025-01-12 11:00:00
276,Excellent facility and friendly staff.,5,2025-01-12 12:00:00
277,Front desk staff was quite rude.,3,2025-01-12 13:00:00
278,Excellent facility and friendly staff.,4,2025-01-12 14:00:00
279,The doctor was very dismissive.,4,2025-01-12 15:00:00
280,Great service but long wait times.,4,2025-01-12 16:00:00
281,Very professional care.,2,2025-01-12 17:00:00
282,Front desk staff was quite rude.,4,2025-01-12 18:00:00
283,"Clean clinic, highly recommended.",1,2025-01-12 19:00:00
284,The doctor was very dismissive.,4,2025-01-12 20:00:00
285,"Clean clinic, highly recommended.",5,2025-01-12 21:00:00
286,Front desk staff was quite rude.,1,2025-01-12 22:00:00
287,"Clean clinic, highly recommended.",4,2025-01-12 23:00:00
288,Scheduling an appointment is a nightmare.,5,2025-01-13 00:00:00
289,Very professional care.,3,2025-01-13 01:00:00
290,Excellent facility and friendly staff.,3,2025-01-13 02:00:00
291,Scheduling an appointment is a nightmare.,3,2025-01-13 03:00:00
292,Excellent facility and friendly staff.,3,2025-01-13 04:00:00
293,The doctor was very dismissive.,2,2025-01-13 05:00:00
294,"Clean clinic, highly recommended.",3,2025-01-13 06:00:00
295,Scheduling an appointment is a nightmare.,3,2025-01-13 07:00:00
296,Front desk staff was quite rude.,5,2025-01-13 08:00:00
297,Front desk staff was quite rude.,5,2025-01-13 09:00:00
298,Waited 2 hours for a 5 minute checkup.,5,2025-01-13 10:00:00
299,The doctor was very dismissive.,4,2025-01-13 11:00:00
300,The doctor was very dismissive.,3,2025-01-13 12:00:00
301,Front desk staff was quite rude.,4,2025-01-13 13:00:00
302,Waited 2 hours for a 5 minute checkup.,3,2025-01-13 14:00:00
303,Excellent facility and friendly staff.,4,2025-01-13 15:00:00
304,"Clean clinic, highly recommended.",5,2025-01-13 16:00:00
305,Excellent facility and friendly staff.,3,2025-01-13 17:00:00
306,Excellent facility and friendly staff.,4,2025-01-13 18:00:00
307,The doctor was very dismissive.,4,2025-01-13 19:00:00
308,Front desk staff was quite rude.,5,2025-01-13 20:00:00
309,Excellent facility and friendly staff.,3,2025-01-13 21:00:00
310,Great service but long wait times.,3,2025-01-13 22:00:00
311,Waited 2 hours for a 5 minute checkup.,5,2025-01-13 23:00:00
312,Very professional care.,1,2025-01-14 00:00:00
313,Waited 2 hours for a 5 minute checkup.,4,2025-01-14 01:00:00
314,"Clean clinic, highly recommended.",5,2025-01-14 02:00:00
315,Waited 2 hours for a 5 minute checkup.,5,2025-01-14 03:00:00
316,Front desk staff was quite rude.,1,2025-01-14 04:00:00
317,Excellent facility and friendly staff.,3,2025-01-14 05:00:00
318,Excellent facility and friendly staff.,3,2025-01-14 06:00:00
319,Scheduling an appointment is a nightmare.,4,2025-01-14 07:00:00
320,"Clean clinic, highly recommended.",4,2025-01-14 08:00:00
321,"Clean clinic, highly recommended.",5,2025-01-14 09:00:00
322,Waited 2 hours for a 5 minute checkup.,4,2025-01-14 10:00:00
323,Excellent facility and friendly staff.,4,2025-01-14 11:00:00
324,Great service but long wait times.,4,2025-01-14 12:00:00
325,Front desk staff was quite rude.,2,2025-01-14 13:00:00
326,Front desk staff was quite rude.,3,2025-01-14 14:00:00
327,Scheduling an appointment is a nightmare.,3,2025-01-14 15:00:00
328,Great service but long wait times.,5,2025-01-14 16:00:00
329,Front desk staff was quite rude.,4,2025-01-14 17:00:00
330,Excellent facility and friendly staff.,3,2025-01-14 18:00:00
331,"Clean clinic, highly recommended.",4,2025-01-14 19:00:00
332,"Clean clinic, highly recommended.",3,2025-01-14 20:00:00
333,Very professional care.,2,2025-01-14 21:00:00
334,Front desk staff was quite rude.,5,2025-01-14 22:00:00
335,Great service but long wait times.,5,2025-01-14 23:00:00
336,Very professional care.,1,2025-01-15 00:00:00
337,Very professional care.,5,2025-01-15 01:00:00
338,The doctor was very dismissive.,4,2025-01-15 02:00:00
339,Front desk staff was quite rude.,3,2025-01-15 03:00:00
340,Front desk staff was quite rude.,4,2025-01-15 04:00:00
341,Excellent facility and friendly staff.,3,2025-01-15 05:00:00
342,"Clean clinic, highly recommended.",1,2025-01-15 06:00:00
343,Waited 2 hours for a 5 minute checkup.,3,2025-01-15 07:00:00
344,The doctor was very dismissive.,2,2025-01-15 08:00:00
345,"Clean clinic, highly recommended.",1,2025-01-15 09:00:00
346,Waited 2 hours for a 5 minute checkup.,3,2025-01-15 10:00:00
347,"Clean clinic, highly recommended.",4,2025-01-15 11:00:00
348,The doctor was very dismissive.,5,2025-01-15 12:00:00
349,Great service but long wait times.,3,2025-01-15 13:00:00
350,Excellent facility and friendly staff.,2,2025-01-15 14:00:00
351,Very professional care.,3,2025-01-15 15:00:00
352,The doctor was very dismissive.,5,2025-01-15 16:00:00
353,The doctor was very dismissive.,3,2025-01-15 17:00:00
354,Very professional care.,5,2025-01-15 18:00:00
355,Front desk staff was quite rude.,4,2025-01-15 19:00:00
356,"Clean clinic, highly recommended.",5,2025-01-15 20:00:00
357,Front desk staff was quite rude.,4,2025-01-15 21:00:00
358,Waited 2 hours for a 5 minute checkup.,2,2025-01-15 22:00:00
359,Very professional care.,4,2025-01-15 23:00:00
360,The doctor was very dismissive.,4,2025-01-16 00:00:00
361,Front desk staff was quite rude.,4,2025-01-16 01:00:00
362,Excellent facility and friendly staff.,4,2025-01-16 02:00:00
363,Very professional care.,1,2025-01-16 03:00:00
364,Very professional care.,4,2025-01-16 04:00:00
365,Great service but long wait times.,5,2025-01-16 05:00:00
366,Waited 2 hours for a 5 minute checkup.,5,2025-01-16 06:00:00
367,Front desk staff was quite rude.,4,2025-01-16 07:00:00
368,Great service but long wait times.,1,2025-01-16 08:00:00
369,Front desk staff was quite rude.,2,2025-01-16 09:00:00
370,Great service but long wait times.,5,2025-01-16 10:00:00
371,Excellent facility and friendly staff.,5,2025-01-16 11:00:00
372,"Clean clinic, highly recommended.",5,2025-01-16 12:00:00
373,Waited 2 hours for a 5 minute checkup.,4,2025-01-16 13:00:00
374,Waited 2 hours for a 5 minute checkup.,5,2025-01-16 14:00:00
375,Front desk staff was quite rude.,5,2025-01-16 15:00:00
376,Very professional care.,4,2025-01-16 16:00:00
377,Excellent facility and friendly staff.,5,2025-01-16 17:00:00
378,Front desk staff was quite rude.,2,2025-01-16 18:00:00
379,Waited 2 hours for a 5 minute checkup.,4,2025-01-16 19:00:00
380,The doctor was very dismissive.,5,2025-01-16 20:00:00
381,Scheduling an appointment is a nightmare.,2,2025-01-16 21:00:00
382,Very professional care.,5,2025-01-16 22:00:00
383,Scheduling an appointment is a nightmare.,3,2025-01-16 23:00:00
384,Scheduling an appointment is a nightmare.,5,2025-01-17 00:00:00
385,Great service but long wait times.,4,2025-01-17 01:00:00
386,Front desk staff was quite rude.,5,2025-01-17 02:00:00
387,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 03:00:00
388,Front desk staff was quite rude.,4,2025-01-17 04:00:00
389,Very professional care.,1,2025-01-17 05:00:00
390,Excellent facility and friendly staff.,5,2025-01-17 06:00:00
391,Waited 2 hours for a 5 minute checkup.,4,2025-01-17 07:00:00
392,Excellent facility and friendly staff.,4,2025-01-17 08:00:00
393,Front desk staff was quite rude.,2,2025-01-17 09:00:00
394,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 10:00:00
395,Very professional care.,4,2025-01-17 11:00:00
396,Front desk staff was quite rude.,5,2025-01-17 12:00:00
397,Very professional care.,5,2025-01-17 13:00:00
398,Great service but long wait times.,2,2025-01-17 14:00:00
399,Very professional care.,4,2025-01-17 15:00:00
400,The doctor was very dismissive.,5,2025-01-17 16:00:00
401,Scheduling an appointment is a nightmare.,5,2025-01-17 17:00:00
402,Scheduling an appointment is a nightmare.,4,2025-01-17 18:00:00
403,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 19:00:00
404,Great service but long wait times.,3,2025-01-17 20:00:00
405,Scheduling an appointment is a nightmare.,3,2025-01-17 21:00:00
406,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 22:00:00
407,Very professional care.,3,2025-01-17 23:00:00
408,"Clean clinic, highly recommended.",4,2025-01-18 00:00:00
409,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 01:00:00
410,Excellent facility and friendly staff.,4,2025-01-18 02:00:00
411,Scheduling an appointment is a nightmare.,2,2025-01-18 03:00:00
412,Scheduling an appointment is a nightmare.,4,2025-01-18 04:00:00
413,"Clean clinic, highly recommended.",4,2025-01-18 05:00:00
414,Very professional care.,4,2025-01-18 06:00:00
415,The doctor was very dismissive.,5,2025-01-18 07:00:00
416,Front desk staff was quite rude.,2,2025-01-18 08:00:00
417,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 09:00:00
418,The doctor was very dismissive.,5,2025-01-18 10:00:00
419,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 11:00:00
420,"Clean clinic, highly recommended.",4,2025-01-18 12:00:00
421,The doctor was very dismissive.,3,2025-01-18 13:00:00
422,Great service but long wait times.,3,2025-01-18 14:00:00
423,"Clean clinic, highly recommended.",5,2025-01-18 15:00:00
424,Very professional care.,4,2025-01-18 16:00:00
425,Front desk staff was quite rude.,3,2025-01-18 17:00:00
426,Waited 2 hours for a 5 minute checkup.,4,2025-01-18 18:00:00
427,Excellent facility and friendly staff.,5,2025-01-18 19:00:00
428,Very professional care.,1,2025-01-18 20:00:00
429,Very professional care.,5,2025-01-18 21:00:00
430,Excellent facility and friendly staff.,1,2025-01-18 22:00:00
431,Excellent facility and friendly staff.,4,2025-01-18 23:00:00
432,Waited 2 hours for a 5 minute checkup.,4,2025-01-19 00:00:00
433,Very professional care.,2,2025-01-19 01:00:00
434,Scheduling an appointment is a nightmare.,5,2025-01-19 02:00:00
435,"Clean clinic, highly recommended.",4,2025-01-19 03:00:00
436,"Clean clinic, highly recommended.",2,2025-01-19 04:00:00
437,Front desk staff was quite rude.,5,2025-01-19 05:00:00
438,The doctor was very dismissive.,4,2025-01-19 06:00:00
439,"Clean clinic, highly recommended.",5,2025-01-19 07:00:00
440,Front desk staff was quite rude.,4,2025-01-19 08:00:00
441,Front desk staff was quite rude.,3,2025-01-19 09:00:00
442,Very professional care.,1,2025-01-19 10:00:00
443,"Clean clinic, highly recommended.",5,2025-01-19 11:00:00
444,Very professional care.,4,2025-01-19 12:00:00
445,The doctor was very dismissive.,5,2025-01-19 13:00:00
446,"Clean clinic, highly recommended.",5,2025-01-19 14:00:00
447,"Clean clinic, highly recommended.",5,2025-01-19 15:00:00
448,Front desk staff was quite rude.,5,2025-01-19 16:00:00
449,Great service but long wait times.,4,2025-01-19 17:00:00
450,Waited 2 hours for a 5 minute checkup.,2,2025-01-19 18:00:00
451,The doctor was very dismissive.,2,2025-01-19 19:00:00
452,Great service but long wait times.,3,2025-01-19 20:00:00
453,Scheduling an appointment is a nightmare.,4,2025-01-19 21:00:00
454,The doctor was very dismissive.,2,2025-01-19 22:00:00
455,Very professional care.,3,2025-01-19 23:00:00
456,Waited 2 hours for a 5 minute checkup.,3,2025-01-20 00:00:00
